,rank,appid,name,num_votes,rating,tags
123,124,1295920,The Mortuary Assistant,8331,92.0,['singleplayer']
124,125,1939160,Shadows Over Loathing,3223,96.0,['singleplayer']
125,126,2124380,Super Lesbian Animal RPG,1815,99.0,['singleplayer']
126,127,1949740,Banana Shooter,17645,89.0,['multiplayer']
127,128,1927780,Galaxy Life,8348,92.0,"['co-op', 'multiplayer']"
128,129,1955330,Save Room - Organization Puzzle,2398,97.0,['singleplayer']
129,130,1588530,Dungeon Alchemist,3683,95.0,['singleplayer']
130,131,2060130,Return to Monkey Island,8899,91.0,['singleplayer']
131,132,1786790,Magical Girl Celesphonia,2986,96.0,['singleplayer']
132,133,2057080,Resonance of the Ocean,2129,98.0,['singleplayer']
133,134,1329500,SpiderHeck,6077,93.0,"['co-op', 'multiplayer', 'singleplayer']"
134,135,1608290,GNOSIA,4551,94.0,['singleplayer']
135,136,1874170,Shredders,3655,95.0,"['co-op', 'multiplayer', 'singleplayer']"
136,137,1725640,Sudocats,1671,99.0,['singleplayer']
137,138,898890,Endling - Extinction is Forever,3167,95.0,['singleplayer']
138,139,1705180,"Gunner, HEAT, PC!",7177,92.0,['singleplayer']
139,140,1182110,Weed Shop 3,4102,94.0,['singleplayer']
140,141,1919460,Seraph's Last Stand,4278,94.0,['singleplayer']
141,142,1817940,Love Delivery,2555,96.0,['singleplayer']
142,143,1865440,Cave Crawler,3097,95.0,['singleplayer']
143,144,615120,COMPOUND,2116,97.0,['singleplayer']
144,145,1697700,Who's Lila?,3398,95.0,['singleplayer']
145,146,1865370,The one who pulls out the sword will be crowned king,8721,91.0,"['multiplayer', 'singleplayer']"
146,147,1896700,Wylde Flowers,2606,96.0,['singleplayer']
147,148,1570010,FAR: Changing Tides,5295,93.0,['singleplayer']
148,149,1265920,Life is Strange Remastered,8245,91.0,['singleplayer']
149,150,1972440,Shotgun King: The Final Checkmate,6923,91.0,['singleplayer']
150,151,1706930,A Taste of the Past,1765,98.0,['singleplayer']
151,152,2022180,Miss Neko 3,4644,93.0,['singleplayer']
152,153,1910580,click to ten,4697,93.0,['singleplayer']
153,154,1694420,Card Survival: Tropical Island,2928,95.0,['singleplayer']
154,155,1446780,MONSTER HUNTER RISE,119785,83.0,"['co-op', 'multiplayer', 'singleplayer']"
155,156,1827680,枝江畔之梦,1500,98.0,['singleplayer']
156,157,2157110,FUCK HITLER,10149,90.0,['singleplayer']
157,158,1792250,Serious Sam: Siberian Mayhem,4834,93.0,"['co-op', 'multiplayer', 'singleplayer']"
158,159,1768640,Leap of Faith,2236,96.0,['singleplayer']
159,160,1432050,Nobody Saves the World,6555,91.0,"['co-op', 'multiplayer', 'singleplayer']"
160,161,1629530,Spark the Electric Jester 3,1984,97.0,['singleplayer']
161,162,1604380,Hamidashi Creative,2232,96.0,['singleplayer']
162,163,2066550,ERROR143,4727,93.0,['singleplayer']
163,164,1296770,Her New Memory - Hentai Simulator,3657,94.0,['singleplayer']
164,165,1900340,Ten Trials of Babel: The Doppelganger Maze,4318,93.0,['singleplayer']
165,166,1487270,Last Command,2330,96.0,['singleplayer']
166,167,1051690,Nightmare Reaper,3644,94.0,['singleplayer']
167,168,1743850,HYPER DEMON,3222,94.0,"['multiplayer', 'singleplayer']"
168,169,659540,Warsim: The Realm of Aslona,2144,96.0,['singleplayer']
169,170,1927740,Monument Valley 2,3806,93.0,['singleplayer']
170,171,1874490,Potionomics,7161,91.0,['singleplayer']
171,172,1817000,Zodiacats,1260,99.0,['singleplayer']
172,173,1669420,Islets,2123,96.0,['singleplayer']
173,174,1668510,The Legend of Heroes: Trails from Zero,1423,98.0,['singleplayer']
174,175,2056560,Rock Life: The Rock Simulator,2408,95.0,"['co-op', 'multiplayer', 'singleplayer']"
175,176,1477590,EZ2ON REBOOT : R,6112,91.0,"['co-op', 'multiplayer', 'singleplayer']"
176,177,1949960,Super Kiwi 64,1925,96.0,['singleplayer']
177,178,1608070,CRISIS CORE –FINAL FANTASY VII– REUNION,8255,90.0,['singleplayer']
178,179,1865060,14 Minesweeper Variants,1509,97.0,['singleplayer']
179,180,1853200,TYRONE vs COPS,2584,94.0,['singleplayer']
180,181,1902710,Weird RPG,4190,92.0,['singleplayer']
181,182,1923790,Linelith,1158,99.0,['singleplayer']
182,183,1399720,Antimatter Dimensions,4182,92.0,['singleplayer']
183,184,1866180,Hooked on You: A Dead by Daylight Dating Sim™,6529,90.0,['singleplayer']
184,185,1379870,Tribal Hunter,1590,97.0,['singleplayer']
185,186,1173820,FINAL FANTASY VI,4434,92.0,['singleplayer']
186,187,2088250,瘟疫清零计划 Project Zero,3641,93.0,"['co-op', 'multiplayer', 'singleplayer']"
187,188,1701800,Lunistice,1825,96.0,['singleplayer']
188,189,2124780,Endoparasitic,2869,94.0,['singleplayer']
189,190,505460,Foxhole,48549,84.0,['multiplayer']
190,191,1911390,Knightfall: A Daring Journey,8068,89.0,"['co-op', 'multiplayer']"
191,192,1986840,POPGOES Arcade,1568,97.0,['singleplayer']
192,193,1592670,Soda Crisis,3175,93.0,['singleplayer']
193,194,1862520,Just Go,3177,93.0,"['co-op', 'multiplayer', 'singleplayer']"
194,195,1903370,daydream 白日夢,1181,98.0,['singleplayer']
195,196,2190290,To Be or Not to Be,8000,89.0,['singleplayer']
196,197,1621310,Atelier Sophie 2: The Alchemist of the Mysterious Dream,2517,94.0,['singleplayer']
197,198,2021910,FPS Chess,40964,84.0,['multiplayer']
198,199,1769170,Shattered Pixel Dungeon,1959,95.0,['singleplayer']
199,200,2088270,My Sticker Book,1359,97.0,['singleplayer']
200,201,1287040,Gun Devil,1550,96.0,['singleplayer']
201,202,2096600,Crysis 2 Remastered,8292,89.0,['singleplayer']
202,203,595500,Freedom Planet 2,1673,96.0,['singleplayer']
203,204,1229240,Chained Echoes,7646,89.0,['singleplayer']
204,205,1730680,Klonoa Phantasy Reverie Series,2120,94.0,"['co-op', 'multiplayer', 'singleplayer']"
205,206,1668690,Alina of the Arena,3871,92.0,['singleplayer']
206,207,1221250,NORCO,2971,93.0,['singleplayer']
207,208,1135810,Vault of the Void,2929,93.0,['singleplayer']
208,209,1202130,Starship Troopers: Terran Command,11608,87.0,['singleplayer']
209,210,949480,BROK the InvestiGator,1220,97.0,"['co-op', 'multiplayer', 'singleplayer']"
210,211,1700870,Clanfolk,3683,92.0,['singleplayer']
211,212,1822910,Capybara Spa,1649,95.0,['singleplayer']
212,213,1967510,Railbound,1846,95.0,['singleplayer']
213,214,2230280,Tiny Civilization,2115,94.0,['singleplayer']
214,215,1926680,FUCK PUTIN,7260,89.0,['singleplayer']
215,216,1182310,The Excavation of Hob's Barrow,2956,92.0,['singleplayer']
216,217,1988540,The Zachtronics Solitaire Collection,922,98.0,['singleplayer']
217,218,1510460,Chicken Invaders Universe,3716,91.0,"['co-op', 'multiplayer']"
218,219,973230,We Who Are About To Die,8116,88.0,['singleplayer']
219,220,611790,House Party,15276,86.0,['singleplayer']
220,221,1546400,GigaBash,1887,94.0,"['multiplayer', 'singleplayer']"
221,222,2112520,her tears were my light,773,99.0,['singleplayer']
222,223,1136370,Bear and Breakfast,5162,90.0,['singleplayer']
223,224,896520,Stay Out of the House,1733,95.0,['singleplayer']
224,225,1980530,Kiwi Clicker - Juiced Up,1776,94.0,['singleplayer']
225,226,666150,Prehistoric Kingdom,5559,89.0,['singleplayer']
226,227,1341820,As Dusk Falls,3963,91.0,"['co-op', 'multiplayer', 'singleplayer']"
227,228,1733060,Ever Seen A Cat?,835,99.0,['singleplayer']
228,229,1410640,Syberia: The World Before,4772,90.0,['singleplayer']
229,230,1869590,Omega Strikers,23570,84.0,"['co-op', 'multiplayer']"
230,231,1785820,Urbek City Builder: Prologue,1705,94.0,['singleplayer']
231,232,704920,Magic Rampage,1618,95.0,"['multiplayer', 'singleplayer']"
232,233,374190,Infernax,2144,93.0,"['co-op', 'multiplayer', 'singleplayer']"
233,234,981430,Gordian Quest,5912,89.0,"['multiplayer', 'singleplayer']"
234,235,2059670,Moss: Book II,727,99.0,['singleplayer']
235,236,1895300,Shinobi Warfare,3329,91.0,"['co-op', 'multiplayer']"
236,237,2096610,Crysis 3 Remastered,7099,88.0,['singleplayer']
237,238,1740930,JellyCar Worlds,1004,97.0,"['co-op', 'multiplayer', 'singleplayer']"
238,239,1637730,Crystal Project,2419,92.0,['singleplayer']
239,240,1649080,Two Point Campus,7716,88.0,['singleplayer']
240,241,1888010,Towards Future,752,99.0,['singleplayer']
241,242,1985260,Kinkoi: Golden Time,803,98.0,['singleplayer']
242,243,1776160,You Will (Not) Remain,2514,92.0,['singleplayer']
243,244,534380,Dying Light 2 Stay Human: Reloaded Edition,209975,79.0,"['co-op', 'multiplayer', 'singleplayer']"
244,245,1338580,McPixel 3,1774,94.0,['singleplayer']
245,246,1689910,Dōkyūsei: Bangin' Summer,1840,93.0,['singleplayer']
246,247,1453490,Deducto,4307,90.0,"['co-op', 'multiplayer']"
247,248,1975360,DRAINUS,1074,96.0,['singleplayer']
248,249,1878740,Five Nights At Floppa,1266,95.0,['singleplayer']
249,250,1029690,Sniper Elite 5,28004,83.0,"['co-op', 'multiplayer', 'singleplayer']"
