,rank,appid,name,num_votes,rating,tags
57,58,1435790,Escape Simulator,18776,94.0,"['co-op', 'multiplayer', 'singleplayer']"
58,59,1229380,Everhood,13801,95.0,['singleplayer']
59,60,1567800,星空列车与白的旅行,6057,99.0,['singleplayer']
60,61,1806840,100 hidden frogs,6732,98.0,['singleplayer']
61,62,1129580,Medieval Dynasty,49433,91.0,"['co-op', 'multiplayer', 'singleplayer']"
62,63,1740100,At Home Alone Final,7836,97.0,['singleplayer']
63,64,1708870,第七号列车 - Train No. 7,6918,98.0,['singleplayer']
64,65,1250760,Far Away,7853,97.0,['singleplayer']
65,66,1290490,UNBEATABLE [white label],8531,97.0,['singleplayer']
66,67,894020,Death's Door,20798,93.0,['singleplayer']
67,68,1205450,Turnip Boy Commits Tax Evasion,13621,95.0,['singleplayer']
68,69,1465360,SnowRunner,51313,90.0,"['co-op', 'multiplayer', 'singleplayer']"
69,70,1504500,OPUS: Echo of Starsong - Full Bloom Edition,9120,96.0,['singleplayer']
70,71,1481400,Dagon: by H. P. Lovecraft,12065,95.0,['singleplayer']
71,72,1280770,Redmatch 2,21044,93.0,['multiplayer']
72,73,1713610,Purrgatory,4846,99.0,['singleplayer']
73,74,1244460,Jurassic World Evolution 2,45072,90.0,['singleplayer']
74,75,1227690,Severed Steel,9524,95.0,['singleplayer']
75,76,1507970,Word Game: Episode 0,4561,99.0,['singleplayer']
76,77,1655140,Alpaca Stacka,5945,97.0,['singleplayer']
77,78,601840,Griftlands,14277,94.0,['singleplayer']
78,79,1714040,Super Auto Pets,35496,90.0,['multiplayer']
79,80,1466640,Road 96 🛣️,24079,92.0,['singleplayer']
80,81,1806040,Snake Force,5730,97.0,['singleplayer']
81,82,1509960,PICO PARK,29495,91.0,"['co-op', 'multiplayer']"
82,83,1161170,The Rewinder,7228,96.0,['singleplayer']
83,84,1216710,Cyber Manhunt,15294,93.0,['singleplayer']
84,85,1384160,GUILTY GEAR -STRIVE-,63657,88.0,"['multiplayer', 'singleplayer']"
85,86,1609230,Scarlet Hollow,3974,98.0,['singleplayer']
86,87,1003590,Tetris® Effect: Connected,8594,95.0,"['co-op', 'multiplayer', 'singleplayer']"
87,88,1506980,Lay a Beauty to Rest: The Darkness Peach Blossom Spring,6769,96.0,['singleplayer']
88,89,1173770,FINAL FANTASY,7857,95.0,['singleplayer']
89,90,1443200,Class of '09,8107,95.0,['singleplayer']
90,91,1158850,The Great Ace Attorney Chronicles,8940,94.0,['singleplayer']
91,92,1111460,小白兔电商~Bunny e-Shop,10234,94.0,['singleplayer']
92,93,1674170,Sprocket,11936,93.0,['singleplayer']
93,94,1641270,枝江往事,4874,97.0,['singleplayer']
94,95,1812820,Bitburner,7066,95.0,['singleplayer']
95,96,1721470,Poppy Playtime,111608,86.0,['singleplayer']
96,97,1407420,Milo and the Magpies,3320,98.0,['singleplayer']
97,98,780310,The Riftbreaker,21863,91.0,"['co-op', 'multiplayer', 'singleplayer']"
98,99,584640,SUPER CHICKEN JUMPER,5299,96.0,"['co-op', 'multiplayer', 'singleplayer']"
99,100,1119980,In Sound Mind,6541,95.0,['singleplayer']
100,101,1123450,Chicory: A Colorful Tale,3817,98.0,"['co-op', 'multiplayer', 'singleplayer']"
101,102,1546570,Sword and Fairy,3949,97.0,['singleplayer']
102,103,1369670,Motor Town: Behind The Wheel,8259,94.0,"['co-op', 'multiplayer', 'singleplayer']"
103,104,1444480,Turing Complete,4983,96.0,['singleplayer']
104,105,1754720,英雄黄昏-文字三国志&曹贼模拟器,3463,98.0,['singleplayer']
105,106,1568590,Goose Goose Duck,78686,87.0,"['co-op', 'multiplayer']"
106,107,1525700,Tavern Master,12702,92.0,['singleplayer']
107,108,977400,Cell to Singularity - Evolution Never Ends,25941,90.0,['singleplayer']
108,109,1481080,DRAMAtical Murder,4314,97.0,['singleplayer']
109,110,1682970,Uncrashed : FPV Drone Simulator,6401,95.0,"['multiplayer', 'singleplayer']"
110,111,1530140,Aventura Copilului Albastru și Urât,2508,99.0,['singleplayer']
111,112,1634150,Behind the Frame: The Finest Scenery,7392,94.0,['singleplayer']
112,113,1484720,Dead Estate,6348,95.0,['singleplayer']
113,114,1408230,Walkabout Mini Golf VR,3294,98.0,"['multiplayer', 'singleplayer']"
114,115,1580970,Samorost 1,5101,96.0,['singleplayer']
115,116,1677740,Stumble Guys,133822,85.0,['multiplayer']
116,117,1325200,Nioh 2 – The Complete Edition,48991,88.0,"['co-op', 'multiplayer', 'singleplayer']"
117,118,1333910,Sizeable,3107,98.0,['singleplayer']
118,119,1466860,Age of Empires IV: Anniversary Edition,90272,86.0,"['co-op', 'multiplayer', 'singleplayer']"
119,120,747660,Five Nights at Freddy's: Security Breach,68013,87.0,['singleplayer']
120,121,1715460,Touhou Hero of Ice Fairy: Prologue,3359,97.0,['singleplayer']
121,122,1672970,Minecraft Dungeons,15716,91.0,"['co-op', 'multiplayer', 'singleplayer']"
122,123,1639790,Northern Journey,3451,97.0,['singleplayer']
123,124,1029780,Going Medieval,19619,90.0,['singleplayer']
124,125,417360,OnlyCans: Thirst Date,3927,96.0,['singleplayer']
125,126,1619750,Karryn's Prison,4321,96.0,['singleplayer']
126,127,1388590,Yakuza 6: The Song of Life,7868,93.0,['singleplayer']
127,128,1267910,Melvor Idle,15534,90.0,['singleplayer']
128,129,1516240,Mitoza,3663,96.0,['singleplayer']
129,130,1138850,Heavenly Bodies,4209,95.0,"['co-op', 'multiplayer', 'singleplayer']"
130,131,1504020,Mosaique Neko Waifus 4,4803,95.0,['singleplayer']
131,132,1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,7129,93.0,['singleplayer']
132,133,1113560,NieR Replicant™ ver.1.22474487139...,27165,88.0,['singleplayer']
133,134,1149620,Gas Station Simulator,26655,88.0,['singleplayer']
134,135,846770,DYSMANTLE,11240,91.0,"['co-op', 'multiplayer', 'singleplayer']"
135,136,915310,SNKRX,4323,95.0,['singleplayer']
136,137,1710930,Bubble People,5995,93.0,['singleplayer']
137,138,1463120,College Kings - The Complete Season,9239,91.0,['singleplayer']
138,139,598550,HUNTDOWN,4094,95.0,"['co-op', 'multiplayer', 'singleplayer']"
139,140,1511860,Swallow the Sea,2416,97.0,['singleplayer']
140,141,930210,HuniePop 2: Double Date,9340,91.0,['singleplayer']
141,142,1578860,Billionaire Lovers,3728,95.0,['singleplayer']
142,143,1507190,Machinika: Museum,6071,93.0,['singleplayer']
143,144,1648390,ScooterFlow,3689,95.0,"['multiplayer', 'singleplayer']"
144,145,1310990,Bishojo Mangekyo Kotowari to Meikyu no Shojo,2932,96.0,['singleplayer']
145,146,1808800,Duck Simulator 2,2862,96.0,['singleplayer']
146,147,1138660,Black Book,6435,92.0,['singleplayer']
147,148,1734320,Brutal Orchestra,1990,98.0,['singleplayer']
148,149,1749630,Chill Corner,9630,91.0,"['multiplayer', 'singleplayer']"
149,150,936790,Life is Strange: True Colors,16332,89.0,['singleplayer']
150,151,1173010,Flowers Blooming at the End of Summer,2632,96.0,['singleplayer']
151,152,1406850,The Legend of Tianding,4229,94.0,['singleplayer']
152,153,1603980,"If On A Winter's Night, Four Travelers",2602,96.0,['singleplayer']
153,154,1579380,Shadow Tactics: Aiko's Choice,4697,93.0,['singleplayer']
154,155,629820,Maneater,23216,88.0,['singleplayer']
155,156,1255650,Geometry Arena,2401,96.0,['singleplayer']
156,157,1559390,Fate Seeker II,13720,89.0,['singleplayer']
157,158,1510030,Knights College,2177,97.0,['singleplayer']
158,159,1126310,风信楼,3639,94.0,['singleplayer']
159,160,1195290,Moncage,5475,92.0,['singleplayer']
160,161,1566410,Touhou Kouryudou ~ Unconnected Marketeers.,1793,98.0,['singleplayer']
161,162,1269950,Buddy Simulator 1984,4145,94.0,['singleplayer']
162,163,1800730,I MAED A GAM3 W1TH Z0MB1ES 1N IT!!!1,1759,98.0,"['co-op', 'multiplayer', 'singleplayer']"
163,164,1268960,pureya,2416,96.0,['singleplayer']
164,165,1724190,Come Home,4750,93.0,['singleplayer']
165,166,1671340,Fears to Fathom - Home Alone,10060,90.0,['singleplayer']
166,167,1277940,Kinkoi: Golden Loveriche,2071,97.0,['singleplayer']
167,168,978460,Emily is Away <3,6509,91.0,['singleplayer']
168,169,1625080,Have a Nice Dream,4840,93.0,['singleplayer']
169,170,493520,GTFO,64851,84.0,"['co-op', 'multiplayer']"
170,171,1521580,Perfect Heist 2,4436,93.0,"['co-op', 'multiplayer', 'singleplayer']"
171,172,729000,Wytchwood,4521,93.0,['singleplayer']
172,173,1345820,Ragnarock,3179,94.0,"['co-op', 'multiplayer', 'singleplayer']"
173,174,1382330,Persona® 5 Strikers,17432,88.0,['singleplayer']
174,175,1096530,Solasta: Crown of the Magister,21540,87.0,"['co-op', 'multiplayer', 'singleplayer']"
175,176,1105500,Yakuza 4 Remastered,7026,91.0,['singleplayer']
176,177,1018800,DEEEER Simulator: Your Average Everyday Deer Game,4579,92.0,['singleplayer']
177,178,1620340,Wrestling Empire,2991,94.0,"['co-op', 'multiplayer', 'singleplayer']"
178,179,1276790,Ruined King: A League of Legends Story™,11197,89.0,['singleplayer']
179,180,1199030,Tainted Grail: Conquest,8071,90.0,['singleplayer']
180,181,1272160,The Life and Suffering of Sir Brante,9409,90.0,['singleplayer']
181,182,1490890,Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,19580,87.0,"['multiplayer', 'singleplayer']"
182,183,1367590,Tormented Souls,7647,90.0,['singleplayer']
183,184,1638660,Blood Spear,2317,95.0,['singleplayer']
184,185,1456820,Marfusha:Sentinel Girls,3109,94.0,['singleplayer']
185,186,686810,Hell Let Loose,144517,82.0,['multiplayer']
186,187,1440670,Zeepkist,1693,97.0,"['multiplayer', 'singleplayer']"
187,188,1597730,Dogs Organized Neatly,1413,98.0,['singleplayer']
188,189,1203710,UnMetal,3347,94.0,['singleplayer']
189,190,1424660,9-nine-:Episode 4,1392,98.0,['singleplayer']
190,191,1458100,Cozy Grove,8290,90.0,['singleplayer']
191,192,1555110,Chasing Tails ~A Promise in the Snow~,4407,92.0,['singleplayer']
192,193,1283410,Tails of Iron,14101,88.0,['singleplayer']
193,194,1421790,Labyrinth City: Pierre the Maze Detective,2185,96.0,['singleplayer']
194,195,1662840,PARQUET,2360,95.0,['singleplayer']
195,196,1078350,Ambrosia,2641,94.0,['singleplayer']
196,197,1569520,IRMÃO Grande & Brasileiro 2,1395,98.0,"['multiplayer', 'singleplayer']"
197,198,1555710,OMFG: One Million Fatal Guns,2380,95.0,['singleplayer']
198,199,1722570,Jerma's Big Adventure,1369,98.0,['singleplayer']
199,200,1372320,Cloud Gardens,2277,95.0,['singleplayer']
200,201,1511270,Ann,2682,94.0,['singleplayer']
201,202,1540570,Fractal Block World,1205,98.0,['singleplayer']
202,203,1293160,The Medium,9685,89.0,['singleplayer']
203,204,1144770,SLUDGE LIFE,5329,91.0,['singleplayer']
204,205,941460,Death Trash,3657,93.0,"['co-op', 'multiplayer', 'singleplayer']"
205,206,795420,The Darkside Detective: A Fumble in the Dark,1899,96.0,['singleplayer']
206,207,1712390,Martial Law,3848,92.0,['singleplayer']
207,208,1372280,MELTY BLOOD: TYPE LUMINA,10169,88.0,"['multiplayer', 'singleplayer']"
208,209,1281590,The Dark Pictures Anthology: House of Ashes,9648,89.0,"['co-op', 'multiplayer', 'singleplayer']"
209,210,1587560,100 hidden cats,2299,95.0,['singleplayer']
210,211,1509820,Cloud Climber,4111,92.0,['singleplayer']
211,212,1000360,Hellish Quart,8042,89.0,"['multiplayer', 'singleplayer']"
212,213,400750,Call to Arms - Gates of Hell: Ostfront,30060,85.0,"['co-op', 'multiplayer', 'singleplayer']"
213,214,578540,Perfect Gold - Yuri Visual Novel,1170,98.0,['singleplayer']
214,215,1626890,坏小孩,1659,96.0,['singleplayer']
215,216,1477790,Luna's Fishing Garden,2198,94.0,['singleplayer']
216,217,1173790,FINAL FANTASY III,2572,94.0,['singleplayer']
217,218,1276390,Bloons TD Battles 2,33350,84.0,['multiplayer']
218,219,1591290,Tree Simulator 2022,1241,97.0,"['co-op', 'multiplayer', 'singleplayer']"
219,220,1184370,Pathfinder: Wrath of the Righteous - Enhanced Edition,41754,84.0,['singleplayer']
220,221,1398740,The Chrono Jotter,2182,94.0,['singleplayer']
221,222,1638220,Xuan-Yuan Sword: The Scar of Sky,2496,94.0,['singleplayer']
222,223,720620,TaleSpire,5016,90.0,"['co-op', 'multiplayer']"
223,224,252870,PULSAR: Lost Colony,5680,90.0,"['co-op', 'multiplayer', 'singleplayer']"
224,225,937310,Infinitode 2 - Infinite Tower Defense,3995,91.0,['singleplayer']
225,226,1483870,Draw & Guess,34684,84.0,"['co-op', 'multiplayer', 'singleplayer']"
226,227,860890,Factory Town,4412,91.0,['singleplayer']
227,228,1486630,Intravenous,5303,90.0,['singleplayer']
228,229,1688580,A YEAR OF SPRINGS,903,99.0,['singleplayer']
229,230,1105510,Yakuza 5 Remastered,6991,89.0,['singleplayer']
230,231,1456880,ElecHead,1276,97.0,['singleplayer']
231,232,1289810,Siralim Ultimate,2386,93.0,['singleplayer']
232,233,469600,Legion TD 2 - Multiplayer Tower Defense,14654,86.0,"['co-op', 'multiplayer', 'singleplayer']"
233,234,1564090,Landlord of the Woods,1164,97.0,['singleplayer']
234,235,1578390,My Garage,3802,91.0,['singleplayer']
235,236,1131190,NERTS! Online,1636,95.0,['multiplayer']
236,237,1527910,Gladio and Glory,4158,91.0,"['multiplayer', 'singleplayer']"
237,238,773370,Exo One,5084,90.0,['singleplayer']
238,239,1351630,Ys IX: Monstrum Nox,1844,94.0,"['co-op', 'multiplayer', 'singleplayer']"
239,240,1532510,Purrfect Apawcalypse: Love at Furst Bite,857,99.0,['singleplayer']
240,241,1125240,Ancient Dungeon,1633,95.0,"['co-op', 'multiplayer', 'singleplayer']"
241,242,1637370,Letters From a Rainy Day -Oceans and Lace-,938,98.0,['singleplayer']
242,243,1476340,The Adventure of NAYU,1704,95.0,['singleplayer']
243,244,1554840,Toree 3D,1615,95.0,['singleplayer']
244,245,1434950,HighFleet,7097,88.0,['singleplayer']
245,246,1722620,Toree 2,1062,97.0,['singleplayer']
246,247,1599880,Cats in Time,1363,96.0,['singleplayer']
247,248,1078420,Critters for Sale,1694,95.0,['singleplayer']
248,249,829280,Kaze and the Wild Masks,1921,94.0,['singleplayer']
249,250,1610870,Chair Simulator,5292,89.0,['singleplayer']
